year,state,legal1820,dtype,agegr,count,pop,age,legal,beertaxa,beerpercap,winepercap,spiritpercap,totpercap,mrate
1984,23,.34369755,homicide,18-20 yrs,0,60754,19.02808,.34369755,.28873917,1.25,.31,1.01,2.5699999,0
1984,23,.34369755,other external,18-20 yrs,10,60754,19.02808,.34369755,.28873917,1.25,.31,1.01,2.5699999,16.459822
1984,23,.34369755,internal,18-20 yrs,7,60754,19.02808,.34369755,.28873917,1.25,.31,1.01,2.5699999,11.521875
1984,23,.34369755,all,21-24 yrs,66,79564,22.475491,1,.28873917,1.25,.31,1.01,2.5699999,82.952087
1984,23,.34369755,MVA,21-24 yrs,23,79564,22.475491,1,.28873917,1.25,.31,1.01,2.5699999,28.907547
1984,23,.34369755,suicide,21-24 yrs,11,79564,22.475491,1,.28873917,1.25,.31,1.01,2.5699999,13.825348
1984,23,.34369755,homicide,21-24 yrs,5,79564,22.475491,1,.28873917,1.25,.31,1.01,2.5699999,6.2842493
1984,23,.34369755,other external,21-24 yrs,5,79564,22.475491,1,.28873917,1.25,.31,1.01,2.5699999,6.2842493
1984,23,.34369755,internal,21-24 yrs,22,79564,22.475491,1,.28873917,1.25,.31,1.01,2.5699999,27.650696
1985,23,.29958189,MVA,15-17 yrs,19,55803,15.996434,0,.27881041,1.29,.33000001,.94,2.5599999,34.048347
1985,23,.29958189,suicide,15-17 yrs,2,55803,15.996434,0,.27881041,1.29,.33000001,.94,2.5599999,3.5840366
1985,23,.29958189,homicide,15-17 yrs,1,55803,15.996434,0,.27881041,1.29,.33000001,.94,2.5599999,1.7920183
1985,23,.29958189,other external,15-17 yrs,4,55803,15.996434,0,.27881041,1.29,.33000001,.94,2.5599999,7.1680732
1985,23,.29958189,internal,15-17 yrs,5,55803,15.996434,0,.27881041,1.29,.33000001,.94,2.5599999,8.9600916
1985,23,.29958189,all,18-20 yrs,58,58557,19.024336,.29958189,.27881041,1.29,.33000001,.94,2.5599999,99.04879
1985,23,.29958189,MVA,18-20 yrs,32,58557,19.024336,.29958189,.27881041,1.29,.33000001,.94,2.5599999,54.64761
1985,23,.29958189,suicide,18-20 yrs,9,58557,19.024336,.29958189,.27881041,1.29,.33000001,.94,2.5599999,15.369639
1985,23,.29958189,homicide,18-20 yrs,2,58557,19.024336,.29958189,.27881041,1.29,.33000001,.94,2.5599999,3.4154756
1985,23,.29958189,other external,18-20 yrs,8,58557,19.024336,.29958189,.27881041,1.29,.33000001,.94,2.5599999,13.661902
1985,23,.29958189,internal,18-20 yrs,7,58557,19.024336,.29958189,.27881041,1.29,.33000001,.94,2.5599999,11.954165
1985,23,.29958189,all,21-24 yrs,76,79139,22.494637,1,.27881041,1.29,.33000001,.94,2.5599999,96.033562
1985,23,.29958189,MVA,21-24 yrs,23,79139,22.494637,1,.27881041,1.29,.33000001,.94,2.5599999,29.062788
1985,23,.29958189,suicide,21-24 yrs,20,79139,22.494637,1,.27881041,1.29,.33000001,.94,2.5599999,25.27199
1985,23,.29958189,homicide,21-24 yrs,5,79139,22.494637,1,.27881041,1.29,.33000001,.94,2.5599999,6.3179975
1985,23,.29958189,other external,21-24 yrs,13,79139,22.494637,1,.27881041,1.29,.33000001,.94,2.5599999,16.426794
1985,23,.29958189,internal,21-24 yrs,15,79139,22.494637,1,.27881041,1.29,.33000001,.94,2.5599999,18.953993
1986,23,.041973989,MVA,15-17 yrs,13,56396,15.989875,0,.31934306,1.28,.36000001,.91000003,2.5599999,23.051281
1986,23,.041973989,suicide,15-17 yrs,4,56396,15.989875,0,.31934306,1.28,.36000001,.91000003,2.5599999,7.0927014
1986,23,.041973989,homicide,15-17 yrs,1,56396,15.989875,0,.31934306,1.28,.36000001,.91000003,2.5599999,1.7731754
1986,23,.041973989,other external,15-17 yrs,4,56396,15.989875,0,.31934306,1.28,.36000001,.91000003,2.5599999,7.0927014
1986,23,.041973989,internal,15-17 yrs,4,56396,15.989875,0,.31934306,1.28,.36000001,.91000003,2.5599999,7.0927014
1986,23,.041973989,all,18-20 yrs,44,56388,19.020306,.041973989,.31934306,1.28,.36000001,.91000003,2.5599999,78.030785
1986,23,.041973989,MVA,18-20 yrs,26,56388,19.020306,.041973989,.31934306,1.28,.36000001,.91000003,2.5599999,46.1091
1986,23,.041973989,suicide,18-20 yrs,9,56388,19.020306,.041973989,.31934306,1.28,.36000001,.91000003,2.5599999,15.960843
1986,23,.041973989,homicide,18-20 yrs,0,56388,19.020306,.041973989,.31934306,1.28,.36000001,.91000003,2.5599999,0
1986,23,.041973989,other external,18-20 yrs,4,56388,19.020306,.041973989,.31934306,1.28,.36000001,.91000003,2.5599999,7.093708
1986,23,.041973989,internal,18-20 yrs,5,56388,19.020306,.041973989,.31934306,1.28,.36000001,.91000003,2.5599999,8.867135
1986,23,.041973989,all,21-24 yrs,71,77334,22.510151,1,.31934306,1.28,.36000001,.91000003,2.5599999,91.809555
1986,23,.041973989,MVA,21-24 yrs,38,77334,22.510151,1,.31934306,1.28,.36000001,.91000003,2.5599999,49.137508
1986,23,.041973989,suicide,21-24 yrs,7,77334,22.510151,1,.31934306,1.28,.36000001,.91000003,2.5599999,9.0516462
1986,23,.041973989,homicide,21-24 yrs,2,77334,22.510151,1,.31934306,1.28,.36000001,.91000003,2.5599999,2.5861845
1986,23,.041973989,other external,21-24 yrs,8,77334,22.510151,1,.31934306,1.28,.36000001,.91000003,2.5599999,10.344738
1986,23,.041973989,internal,21-24 yrs,16,77334,22.510151,1,.31934306,1.28,.36000001,.91000003,2.5599999,20.689476
1987,23,0,MVA,15-17 yrs,12,56109,16.020567,0,.30809858,1.26,.38,.91000003,2.55,21.386944
1987,23,0,suicide,15-17 yrs,3,56109,16.020567,0,.30809858,1.26,.38,.91000003,2.55,5.346736
1987,23,0,homicide,15-17 yrs,1,56109,16.020567,0,.30809858,1.26,.38,.91000003,2.55,1.7822453
1987,23,0,other external,15-17 yrs,6,56109,16.020567,0,.30809858,1.26,.38,.91000003,2.55,10.693472
1987,23,0,internal,15-17 yrs,7,56109,16.020567,0,.30809858,1.26,.38,.91000003,2.55,12.475717
1987,23,0,all,18-20 yrs,60,55496,19.012974,0,.30809858,1.26,.38,.91000003,2.55,108.1159
1987,23,0,MVA,18-20 yrs,35,55496,19.012974,0,.30809858,1.26,.38,.91000003,2.55,63.067608
1987,23,0,suicide,18-20 yrs,10,55496,19.012974,0,.30809858,1.26,.38,.91000003,2.55,18.019318
1987,23,0,homicide,18-20 yrs,1,55496,19.012974,0,.30809858,1.26,.38,.91000003,2.55,1.8019316
1987,23,0,other external,18-20 yrs,7,55496,19.012974,0,.30809858,1.26,.38,.91000003,2.55,12.613522
1987,23,0,internal,18-20 yrs,7,55496,19.012974,0,.30809858,1.26,.38,.91000003,2.55,12.613522
1987,23,0,all,21-24 yrs,64,74996,22.523855,1,.30809858,1.26,.38,.91000003,2.55,85.337883
1987,23,0,MVA,21-24 yrs,26,74996,22.523855,1,.30809858,1.26,.38,.91000003,2.55,34.668514
1987,23,0,suicide,21-24 yrs,11,74996,22.523855,1,.30809858,1.26,.38,.91000003,2.55,14.667449
1987,23,0,homicide,21-24 yrs,6,74996,22.523855,1,.30809858,1.26,.38,.91000003,2.55,8.0004263
1987,23,0,other external,21-24 yrs,10,74996,22.523855,1,.30809858,1.26,.38,.91000003,2.55,13.334044
1987,23,0,internal,21-24 yrs,11,74996,22.523855,1,.30809858,1.26,.38,.91000003,2.55,14.667449
1988,23,0,MVA,15-17 yrs,22,54479,16.051708,0,.29585797,1.28,.36000001,.91000003,2.54,40.382534
1988,23,0,suicide,15-17 yrs,4,54479,16.051708,0,.29585797,1.28,.36000001,.91000003,2.54,7.3422785
1988,23,0,homicide,15-17 yrs,0,54479,16.051708,0,.29585797,1.28,.36000001,.91000003,2.54,0
1988,23,0,other external,15-17 yrs,6,54479,16.051708,0,.29585797,1.28,.36000001,.91000003,2.54,11.013418
1988,23,0,internal,15-17 yrs,9,54479,16.051708,0,.29585797,1.28,.36000001,.91000003,2.54,16.520126
1988,23,0,all,18-20 yrs,61,55843,18.994287,0,.29585797,1.28,.36000001,.91000003,2.54,109.23482
1988,23,0,MVA,18-20 yrs,29,55843,18.994287,0,.29585797,1.28,.36000001,.91000003,2.54,51.931309
1988,23,0,suicide,18-20 yrs,12,55843,18.994287,0,.29585797,1.28,.36000001,.91000003,2.54,21.488817
1988,23,0,homicide,18-20 yrs,0,55843,18.994287,0,.29585797,1.28,.36000001,.91000003,2.54,0
1988,23,0,other external,18-20 yrs,9,55843,18.994287,0,.29585797,1.28,.36000001,.91000003,2.54,16.116613
1988,23,0,internal,18-20 yrs,11,55843,18.994287,0,.29585797,1.28,.36000001,.91000003,2.54,19.698082
1988,23,0,all,21-24 yrs,69,72822,22.523344,1,.29585797,1.28,.36000001,.91000003,2.54,94.751587
1988,23,0,MVA,21-24 yrs,30,72822,22.523344,1,.29585797,1.28,.36000001,.91000003,2.54,41.196342
1988,23,0,suicide,21-24 yrs,16,72822,22.523344,1,.29585797,1.28,.36000001,.91000003,2.54,21.971382
1988,23,0,homicide,21-24 yrs,4,72822,22.523344,1,.29585797,1.28,.36000001,.91000003,2.54,5.4928455
1988,23,0,other external,21-24 yrs,9,72822,22.523344,1,.29585797,1.28,.36000001,.91000003,2.54,12.358903
1988,23,0,internal,21-24 yrs,10,72822,22.523344,1,.29585797,1.28,.36000001,.91000003,2.54,13.732114
1989,23,0,MVA,15-17 yrs,10,51908,16.039204,0,.28225806,1.25,.34,.85000002,2.4400001,19.264853
1989,23,0,suicide,15-17 yrs,9,51908,16.039204,0,.28225806,1.25,.34,.85000002,2.4400001,17.338367
1989,23,0,homicide,15-17 yrs,2,51908,16.039204,0,.28225806,1.25,.34,.85000002,2.4400001,3.8529706
1989,23,0,other external,15-17 yrs,4,51908,16.039204,0,.28225806,1.25,.34,.85000002,2.4400001,7.7059412
1989,23,0,internal,15-17 yrs,8,51908,16.039204,0,.28225806,1.25,.34,.85000002,2.4400001,15.411882
1989,23,0,all,18-20 yrs,51,56788,18.987532,0,.28225806,1.25,.34,.85000002,2.4400001,89.807709
1989,23,0,MVA,18-20 yrs,20,56788,18.987532,0,.28225806,1.25,.34,.85000002,2.4400001,35.218708
1989,23,0,suicide,18-20 yrs,7,56788,18.987532,0,.28225806,1.25,.34,.85000002,2.4400001,12.326548
1989,23,0,homicide,18-20 yrs,1,56788,18.987532,0,.28225806,1.25,.34,.85000002,2.4400001,1.7609354
1989,23,0,other external,18-20 yrs,7,56788,18.987532,0,.28225806,1.25,.34,.85000002,2.4400001,12.326548
1989,23,0,internal,18-20 yrs,16,56788,18.987532,0,.28225806,1.25,.34,.85000002,2.4400001,28.174967
1989,23,0,all,21-24 yrs,75,69929,22.517826,1,.28225806,1.25,.34,.85000002,2.4400001,107.25164
1989,23,0,MVA,21-24 yrs,27,69929,22.517826,1,.28225806,1.25,.34,.85000002,2.4400001,38.610592
1989,23,0,suicide,21-24 yrs,21,69929,22.517826,1,.28225806,1.25,.34,.85000002,2.4400001,30.03046
1989,23,0,homicide,21-24 yrs,1,69929,22.517826,1,.28225806,1.25,.34,.85000002,2.4400001,1.4300219
1989,23,0,other external,21-24 yrs,11,69929,22.517826,1,.28225806,1.25,.34,.85000002,2.4400001,15.730241
1989,23,0,internal,21-24 yrs,15,69929,22.517826,1,.28225806,1.25,.34,.85000002,2.4400001,21.450329
1990,23,0,MVA,15-17 yrs,18,49980,16.02191,0,.26778883,1.21,.31,.81999999,2.3399999,36.014404
1990,23,0,suicide,15-17 yrs,5,49980,16.02191,0,.26778883,1.21,.31,.81999999,2.3399999,10.004002
1990,23,0,homicide,15-17 yrs,1,49980,16.02191,0,.26778883,1.21,.31,.81999999,2.3399999,2.0008004
1990,23,0,other external,15-17 yrs,6,49980,16.02191,0,.26778883,1.21,.31,.81999999,2.3399999,12.004802
1990,23,0,internal,15-17 yrs,5,49980,16.02191,0,.26778883,1.21,.31,.81999999,2.3399999,10.004002
1990,23,0,all,18-20 yrs,39,56858,19.017324,0,.26778883,1.21,.31,.81999999,2.3399999,68.591934
1990,23,0,MVA,18-20 yrs,19,56858,19.017324,0,.26778883,1.21,.31,.81999999,2.3399999,33.41658
1990,23,0,suicide,18-20 yrs,8,56858,19.017324,0,.26778883,1.21,.31,.81999999,2.3399999,14.07014
1990,23,0,homicide,18-20 yrs,3,56858,19.017324,0,.26778883,1.21,.31,.81999999,2.3399999,5.2763023
1990,23,0,other external,18-20 yrs,4,56858,19.017324,0,.26778883,1.21,.31,.81999999,2.3399999,7.0350699
1990,23,0,internal,18-20 yrs,5,56858,19.017324,0,.26778883,1.21,.31,.81999999,2.3399999,8.7938375
1990,23,0,all,21-24 yrs,56,67752,22.496443,1,.26778883,1.21,.31,.81999999,2.3399999,82.654388
1990,23,0,MVA,21-24 yrs,19,67752,22.496443,1,.26778883,1.21,.31,.81999999,2.3399999,28.043453
1990,23,0,suicide,21-24 yrs,14,67752,22.496443,1,.26778883,1.21,.31,.81999999,2.3399999,20.663597
1990,23,0,homicide,21-24 yrs,3,67752,22.496443,1,.26778883,1.21,.31,.81999999,2.3399999,4.4279137
1990,23,0,other external,21-24 yrs,6,67752,22.496443,1,.26778883,1.21,.31,.81999999,2.3399999,8.8558273
1990,23,0,internal,21-24 yrs,14,67752,22.496443,1,.26778883,1.21,.31,.81999999,2.3399999,20.663597
1991,23,0,MVA,15-17 yrs,18,49424,16.012342,0,.25697502,1.1799999,.30000001,.76999998,2.25,36.419552
1991,23,0,suicide,15-17 yrs,2,49424,16.012342,0,.25697502,1.1799999,.30000001,.76999998,2.25,4.046617
1991,23,0,homicide,15-17 yrs,1,49424,16.012342,0,.25697502,1.1799999,.30000001,.76999998,2.25,2.0233085
1991,23,0,other external,15-17 yrs,3,49424,16.012342,0,.25697502,1.1799999,.30000001,.76999998,2.25,6.0699253
1991,23,0,internal,15-17 yrs,4,49424,16.012342,0,.25697502,1.1799999,.30000001,.76999998,2.25,8.0932341
1991,23,0,all,18-20 yrs,58,54968,19.043135,0,.25697502,1.1799999,.30000001,.76999998,2.25,105.51594
1991,23,0,MVA,18-20 yrs,27,54968,19.043135,0,.25697502,1.1799999,.30000001,.76999998,2.25,49.119488
1991,23,0,suicide,18-20 yrs,13,54968,19.043135,0,.25697502,1.1799999,.30000001,.76999998,2.25,23.650124
1991,23,0,homicide,18-20 yrs,1,54968,19.043135,0,.25697502,1.1799999,.30000001,.76999998,2.25,1.8192403
1991,23,0,other external,18-20 yrs,7,54968,19.043135,0,.25697502,1.1799999,.30000001,.76999998,2.25,12.734682
1991,23,0,internal,18-20 yrs,10,54968,19.043135,0,.25697502,1.1799999,.30000001,.76999998,2.25,18.192404
1991,23,0,all,21-24 yrs,54,67678,22.456707,1,.25697502,1.1799999,.30000001,.76999998,2.25,79.789589
1991,23,0,MVA,21-24 yrs,25,67678,22.456707,1,.25697502,1.1799999,.30000001,.76999998,2.25,36.939625
1991,23,0,suicide,21-24 yrs,15,67678,22.456707,1,.25697502,1.1799999,.30000001,.76999998,2.25,22.163776
1991,23,0,homicide,21-24 yrs,2,67678,22.456707,1,.25697502,1.1799999,.30000001,.76999998,2.25,2.9551702
1991,23,0,other external,21-24 yrs,6,67678,22.456707,1,.25697502,1.1799999,.30000001,.76999998,2.25,8.86551
1991,23,0,internal,21-24 yrs,6,67678,22.456707,1,.25697502,1.1799999,.30000001,.76999998,2.25,8.86551
1992,23,0,MVA,15-17 yrs,21,49779,16.00227,0,.24946542,1.16,.28999999,.77999997,2.23,42.186462
1992,23,0,suicide,15-17 yrs,6,49779,16.00227,0,.24946542,1.16,.28999999,.77999997,2.23,12.053275
1992,23,0,homicide,15-17 yrs,0,49779,16.00227,0,.24946542,1.16,.28999999,.77999997,2.23,0
1992,23,0,other external,15-17 yrs,3,49779,16.00227,0,.24946542,1.16,.28999999,.77999997,2.23,6.0266376
1992,23,0,internal,15-17 yrs,4,49779,16.00227,0,.24946542,1.16,.28999999,.77999997,2.23,8.0355167
1992,23,0,all,18-20 yrs,34,51929,19.037167,0,.24946542,1.16,.28999999,.77999997,2.23,65.474014
1992,23,0,MVA,18-20 yrs,16,51929,19.037167,0,.24946542,1.16,.28999999,.77999997,2.23,30.8113
1992,23,0,suicide,18-20 yrs,7,51929,19.037167,0,.24946542,1.16,.28999999,.77999997,2.23,13.479944
1992,23,0,homicide,18-20 yrs,1,51929,19.037167,0,.24946542,1.16,.28999999,.77999997,2.23,1.9257063
1992,23,0,other external,18-20 yrs,3,51929,19.037167,0,.24946542,1.16,.28999999,.77999997,2.23,5.7771187
1992,23,0,internal,18-20 yrs,7,51929,19.037167,0,.24946542,1.16,.28999999,.77999997,2.23,13.479944
1992,23,0,all,21-24 yrs,62,68046,22.437969,1,.24946542,1.16,.28999999,.77999997,2.23,91.114838
1992,23,0,MVA,21-24 yrs,17,68046,22.437969,1,.24946542,1.16,.28999999,.77999997,2.23,24.983099
1992,23,0,suicide,21-24 yrs,11,68046,22.437969,1,.24946542,1.16,.28999999,.77999997,2.23,16.165535
1992,23,0,homicide,21-24 yrs,2,68046,22.437969,1,.24946542,1.16,.28999999,.77999997,2.23,2.9391882
1992,23,0,other external,21-24 yrs,11,68046,22.437969,1,.24946542,1.16,.28999999,.77999997,2.23,16.165535
1992,23,0,internal,21-24 yrs,21,68046,22.437969,1,.24946542,1.16,.28999999,.77999997,2.23,30.861477
1993,23,0,MVA,15-17 yrs,16,50455,15.989951,0,.24221453,1.15,.28999999,.79000002,2.22,31.711426
1993,23,0,suicide,15-17 yrs,6,50455,15.989951,0,.24221453,1.15,.28999999,.79000002,2.22,11.891785
1993,23,0,homicide,15-17 yrs,0,50455,15.989951,0,.24221453,1.15,.28999999,.79000002,2.22,0
1993,23,0,other external,15-17 yrs,5,50455,15.989951,0,.24221453,1.15,.28999999,.79000002,2.22,9.9098206
1993,23,0,internal,15-17 yrs,1,50455,15.989951,0,.24221453,1.15,.28999999,.79000002,2.22,1.9819641
1993,23,0,all,18-20 yrs,50,50193,19.014883,0,.24221453,1.15,.28999999,.79000002,2.22,99.615486
1993,23,0,MVA,18-20 yrs,28,50193,19.014883,0,.24221453,1.15,.28999999,.79000002,2.22,55.784672
1993,23,0,suicide,18-20 yrs,4,50193,19.014883,0,.24221453,1.15,.28999999,.79000002,2.22,7.9692388
1993,23,0,homicide,18-20 yrs,1,50193,19.014883,0,.24221453,1.15,.28999999,.79000002,2.22,1.9923097
1993,23,0,other external,18-20 yrs,9,50193,19.014883,0,.24221453,1.15,.28999999,.79000002,2.22,17.930788
1993,23,0,internal,18-20 yrs,8,50193,19.014883,0,.24221453,1.15,.28999999,.79000002,2.22,15.938478
1993,23,0,all,21-24 yrs,58,68244,22.467821,1,.24221453,1.15,.28999999,.79000002,2.22,84.989159
1993,23,0,MVA,21-24 yrs,12,68244,22.467821,1,.24221453,1.15,.28999999,.79000002,2.22,17.583963
1993,23,0,suicide,21-24 yrs,16,68244,22.467821,1,.24221453,1.15,.28999999,.79000002,2.22,23.445284
1993,23,0,homicide,21-24 yrs,1,68244,22.467821,1,.24221453,1.15,.28999999,.79000002,2.22,1.4653302
1993,23,0,other external,21-24 yrs,12,68244,22.467821,1,.24221453,1.15,.28999999,.79000002,2.22,17.583963
1993,23,0,internal,21-24 yrs,17,68244,22.467821,1,.24221453,1.15,.28999999,.79000002,2.22,24.910614
1994,23,0,MVA,15-17 yrs,15,51848,15.989662,0,.23616734,1.13,.27000001,.76999998,2.1700001,28.930721
1994,23,0,suicide,15-17 yrs,6,51848,15.989662,0,.23616734,1.13,.27000001,.76999998,2.1700001,11.572289
1994,23,0,homicide,15-17 yrs,1,51848,15.989662,0,.23616734,1.13,.27000001,.76999998,2.1700001,1.9287148
1994,23,0,other external,15-17 yrs,5,51848,15.989662,0,.23616734,1.13,.27000001,.76999998,2.1700001,9.6435738
1994,23,0,internal,15-17 yrs,6,51848,15.989662,0,.23616734,1.13,.27000001,.76999998,2.1700001,11.572289
1994,23,0,all,18-20 yrs,37,48907,19.005173,0,.23616734,1.13,.27000001,.76999998,2.1700001,75.653793
1994,23,0,MVA,18-20 yrs,19,48907,19.005173,0,.23616734,1.13,.27000001,.76999998,2.1700001,38.849243
1994,23,0,suicide,18-20 yrs,5,48907,19.005173,0,.23616734,1.13,.27000001,.76999998,2.1700001,10.223485
1994,23,0,homicide,18-20 yrs,0,48907,19.005173,0,.23616734,1.13,.27000001,.76999998,2.1700001,0
1994,23,0,other external,18-20 yrs,3,48907,19.005173,0,.23616734,1.13,.27000001,.76999998,2.1700001,6.1340914
1994,23,0,internal,18-20 yrs,10,48907,19.005173,0,.23616734,1.13,.27000001,.76999998,2.1700001,20.44697
1994,23,0,all,21-24 yrs,40,66475,22.518209,1,.23616734,1.13,.27000001,.76999998,2.1700001,60.172997
1994,23,0,MVA,21-24 yrs,13,66475,22.518209,1,.23616734,1.13,.27000001,.76999998,2.1700001,19.556225
1994,23,0,suicide,21-24 yrs,14,66475,22.518209,1,.23616734,1.13,.27000001,.76999998,2.1700001,21.060549
1994,23,0,homicide,21-24 yrs,1,66475,22.518209,1,.23616734,1.13,.27000001,.76999998,2.1700001,1.5043249
1994,23,0,other external,21-24 yrs,3,66475,22.518209,1,.23616734,1.13,.27000001,.76999998,2.1700001,4.5129747
1994,23,0,internal,21-24 yrs,9,66475,22.518209,1,.23616734,1.13,.27000001,.76999998,2.1700001,13.538924
1995,23,0,MVA,15-17 yrs,6,52903,15.987411,0,.2296588,1.17,.28999999,.72000003,2.1900001,11.341512
1995,23,0,suicide,15-17 yrs,4,52903,15.987411,0,.2296588,1.17,.28999999,.72000003,2.1900001,7.561008
1995,23,0,homicide,15-17 yrs,0,52903,15.987411,0,.2296588,1.17,.28999999,.72000003,2.1900001,0
1995,23,0,other external,15-17 yrs,3,52903,15.987411,0,.2296588,1.17,.28999999,.72000003,2.1900001,5.6707559
1995,23,0,internal,15-17 yrs,10,52903,15.987411,0,.2296588,1.17,.28999999,.72000003,2.1900001,18.902519
1995,23,0,all,18-20 yrs,32,48994,18.995346,0,.2296588,1.17,.28999999,.72000003,2.1900001,65.314117
1995,23,0,MVA,18-20 yrs,17,48994,18.995346,0,.2296588,1.17,.28999999,.72000003,2.1900001,34.698128
1995,23,0,suicide,18-20 yrs,4,48994,18.995346,0,.2296588,1.17,.28999999,.72000003,2.1900001,8.1642647
1995,23,0,homicide,18-20 yrs,1,48994,18.995346,0,.2296588,1.17,.28999999,.72000003,2.1900001,2.0410662
1995,23,0,other external,18-20 yrs,6,48994,18.995346,0,.2296588,1.17,.28999999,.72000003,2.1900001,12.246398
1995,23,0,internal,18-20 yrs,4,48994,18.995346,0,.2296588,1.17,.28999999,.72000003,2.1900001,8.1642647
1995,23,0,all,21-24 yrs,49,63870,22.539001,1,.2296588,1.17,.28999999,.72000003,2.1900001,76.71833
1995,23,0,MVA,21-24 yrs,23,63870,22.539001,1,.2296588,1.17,.28999999,.72000003,2.1900001,36.010647
1995,23,0,suicide,21-24 yrs,9,63870,22.539001,1,.2296588,1.17,.28999999,.72000003,2.1900001,14.091123
1995,23,0,homicide,21-24 yrs,2,63870,22.539001,1,.2296588,1.17,.28999999,.72000003,2.1900001,3.1313605
1995,23,0,other external,21-24 yrs,6,63870,22.539001,1,.2296588,1.17,.28999999,.72000003,2.1900001,9.3940821
1995,23,0,internal,21-24 yrs,9,63870,22.539001,1,.2296588,1.17,.28999999,.72000003,2.1900001,14.091123
1996,23,0,MVA,15-17 yrs,16,53639,15.998192,0,.22307202,1.17,.33000001,.70999998,2.22,29.829042
1996,23,0,suicide,15-17 yrs,3,53639,15.998192,0,.22307202,1.17,.33000001,.70999998,2.22,5.5929456
1996,23,0,homicide,15-17 yrs,0,53639,15.998192,0,.22307202,1.17,.33000001,.70999998,2.22,0
1996,23,0,other external,15-17 yrs,1,53639,15.998192,0,.22307202,1.17,.33000001,.70999998,2.22,1.8643152
1996,23,0,internal,15-17 yrs,5,53639,15.998192,0,.22307202,1.17,.33000001,.70999998,2.22,9.3215761
1996,23,0,all,18-20 yrs,35,49539,18.98488,0,.22307202,1.17,.33000001,.70999998,2.22,70.651405
1996,23,0,MVA,18-20 yrs,16,49539,18.98488,0,.22307202,1.17,.33000001,.70999998,2.22,32.297787
1996,23,0,suicide,18-20 yrs,3,49539,18.98488,0,.22307202,1.17,.33000001,.70999998,2.22,6.0558348
1996,23,0,homicide,18-20 yrs,1,49539,18.98488,0,.22307202,1.17,.33000001,.70999998,2.22,2.0186117
1996,23,0,other external,18-20 yrs,8,49539,18.98488,0,.22307202,1.17,.33000001,.70999998,2.22,16.148893
1996,23,0,internal,18-20 yrs,7,49539,18.98488,0,.22307202,1.17,.33000001,.70999998,2.22,14.130281
1996,23,0,all,21-24 yrs,40,61416,22.515778,1,.22307202,1.17,.33000001,.70999998,2.22,65.129608
1996,23,0,MVA,21-24 yrs,14,61416,22.515778,1,.22307202,1.17,.33000001,.70999998,2.22,22.795362
1996,23,0,suicide,21-24 yrs,6,61416,22.515778,1,.22307202,1.17,.33000001,.70999998,2.22,9.7694416
1996,23,0,homicide,21-24 yrs,5,61416,22.515778,1,.22307202,1.17,.33000001,.70999998,2.22,8.141201
1996,23,0,other external,21-24 yrs,1,61416,22.515778,1,.22307202,1.17,.33000001,.70999998,2.22,1.6282402
1996,23,0,internal,21-24 yrs,14,61416,22.515778,1,.22307202,1.17,.33000001,.70999998,2.22,22.795362
1970,24,0,MVA,15-17 yrs,47,222984,15.974496,0,.077319585,1.3099999,.25,1.39,2.95,21.077745
1970,24,0,suicide,15-17 yrs,2,222984,15.974496,0,.077319585,1.3099999,.25,1.39,2.95,.89692533
1970,24,0,homicide,15-17 yrs,17,222984,15.974496,0,.077319585,1.3099999,.25,1.39,2.95,7.6238656
1970,24,0,other external,15-17 yrs,40,222984,15.974496,0,.077319585,1.3099999,.25,1.39,2.95,17.938507
1970,24,0,internal,15-17 yrs,65,222984,15.974496,0,.077319585,1.3099999,.25,1.39,2.95,29.150074
1970,24,0,all,18-20 yrs,258,198205,18.981934,0,.077319585,1.3099999,.25,1.39,2.95,130.16826
1970,24,0,MVA,18-20 yrs,76,198205,18.981934,0,.077319585,1.3099999,.25,1.39,2.95,38.344139
1970,24,0,suicide,18-20 yrs,18,198205,18.981934,0,.077319585,1.3099999,.25,1.39,2.95,9.0815067
1970,24,0,homicide,18-20 yrs,30,198205,18.981934,0,.077319585,1.3099999,.25,1.39,2.95,15.135844
1970,24,0,other external,18-20 yrs,43,198205,18.981934,0,.077319585,1.3099999,.25,1.39,2.95,21.69471
1970,24,0,internal,18-20 yrs,91,198205,18.981934,0,.077319585,1.3099999,.25,1.39,2.95,45.91206
1970,24,0,all,21-24 yrs,376,260936,22.451958,1,.077319585,1.3099999,.25,1.39,2.95,144.09663
1970,24,0,MVA,21-24 yrs,90,260936,22.451958,1,.077319585,1.3099999,.25,1.39,2.95,34.491215
1970,24,0,suicide,21-24 yrs,31,260936,22.451958,1,.077319585,1.3099999,.25,1.39,2.95,11.880308
1970,24,0,homicide,21-24 yrs,56,260936,22.451958,1,.077319585,1.3099999,.25,1.39,2.95,21.461201
1970,24,0,other external,21-24 yrs,56,260936,22.451958,1,.077319585,1.3099999,.25,1.39,2.95,21.461201
1970,24,0,internal,21-24 yrs,143,260936,22.451958,1,.077319585,1.3099999,.25,1.39,2.95,54.802711
1971,24,0,MVA,15-17 yrs,49,233156,15.983994,0,.074074075,1.28,.28,1.4400001,3,21.015972
1971,24,0,suicide,15-17 yrs,12,233156,15.983994,0,.074074075,1.28,.28,1.4400001,3,5.1467686
1971,24,0,homicide,15-17 yrs,24,233156,15.983994,0,.074074075,1.28,.28,1.4400001,3,10.293537
